componente,frase,grupo_num,peso_semantico,lineas_disponibles,año,semestre,municipio,vereda,participantes,grupo,lineas_inversion
gobernanza,Hace presencia bienestar familiar con el programa de cero a siempre,2,0.937,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,"Fortalecimiento comunitario, Educación y competitividad"
gobernanza,La participacion de la comunidad es en la fiestas y en epoca navideña,4,0.778,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo E,Fortalecimiento comunitario
gobernanza,Tenemos JAC activa con buenos lideres,3,0.765,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo D,"Agua y territorio, Fortalecimiento comunitario"
gobernanza,"La participacion en la comunidad es baja, solo participan cuando hay reuniones de proyectos que los beneficien",1,0.906,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Fortalecimiento comunitario
gobernanza,Bienestar familiar hace presencia con el programa cero a siempre,2,0.955,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,"Fortalecimiento comunitario, Educación y competitividad"
gobernanza,El nivel de participacion es bajo,1,0.909,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo B,Fortalecimiento comunitario
gobernanza,Las personas solo participan cuando se benefician,4,0.671,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo E,Fortalecimiento comunitario
gobernanza,La gobernacion de caldas nos acompaña en el sector ambiental,3,0.689,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo D,"Agua y territorio, Desarrollo rural"
gobernanza,La Alcaldia apenas se esta haciendo presencia,4,0.58,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo E,Infraestructura comunitaria
gobernanza,Se tiene JAC,3,0.664,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Fortalecimiento comunitario
gobernanza,Se tiene junta administradora de acueducto rural JAAR,3,0.705,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Agua y territorio
gobernanza,Bienestar familiar hace presencia con programa familiar,2,0.902,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo C,Fortalecimiento comunitario
gobernanza,La gobernacion de caldas con el mejoramiento de vías,3,0.693,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Infraestructura comunitaria
gobernanza,Comité de cafeteros con asesoramiento de cultivos de café y placa huellas,0,0.945,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,Desarrollo rural
gobernanza,SENA con capacitacion para adultos y jovenes,3,0.559,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Educación y competitividad
gobernanza,"La participacion de la comunidad para reuniones es baja, solo participan en festivales y misas",1,0.838,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo B,Fortalecimiento comunitario
alianzas,Collective con fortalecimiento de juntas de accion comunal y  fortalecimiento a juntas de acueducto,1,0.872,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo B,"Agua y territorio, Fortalecimiento comunitario"
alianzas,La universidad de manizales y la gobernacion de caldas realizaron placa huellas,0,0.719,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo A,Infraestructura comunitaria
alianzas,"Con el SENA se realizaron tecnico en placa huellas, procesamiento de frutas y hortalizas",0,0.654,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo A,Desarrollo rural
alianzas,Comité de cafeteros y Collective hicieron pozos septicos,0,0.823,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo A,"Agua y territorio, Fortalecimiento comunitario"
alianzas,Con Collective proyecto voceras del agua,1,0.765,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo B,Agua y territorio
alianzas,El SENA con  curso de manipulacion y transformacion de alimentos,0,0.668,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo A,Desarrollo rural
alianzas,Con el comité de cafeteros adecuacion de redes de acueducto y tanque de sedimentacion,0,0.737,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo A,Agua y territorio
alianzas,"Se tiene alianza con Collective con fortalecimiento JAC, Aris Mining  y el SENA",1,0.686,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo B,"Agua y territorio, Fortalecimiento comunitario, Desarrollo rural"
alianzas,La gobernacion hizo presencia con huertas caseras y placa huellas,0,0.57,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo A,"Desarrollo rural, Infraestructura comunitaria"
alianzas,Collective con el proyecto sembradores de vida,1,0.795,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Desarrollo rural
alianzas,Comité de cafeteros con placas huellas,0,0.852,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo A,Infraestructura comunitaria
alianzas,Insuco,0,0.501,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo A,No determinado
alianzas,Collective,1,0.802,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo B,No determinado
alianzas,Comité de cafeteros,0,0.819,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo A,No determinado
alianzas,Gobernacion de caldas,0,0.788,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo A,No determinado
alianzas,Con el SENA en proyectos productivos,1,0.74,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Desarrollo rural
alianzas,Gobernacion de caldas con asistencia para proyectos y placa huella,0,0.726,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo A,"Desarrollo rural, Infraestructura comunitaria"
alianzas,Collective con apoyo en proyectos productivos,1,0.911,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,"Desarrollo rural, Fortalecimiento comunitario"
alianzas,Alcaldia con placa huella,0,0.662,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo A,Infraestructura comunitaria
alianzas,Se tiene el emprendimiento Aromelia con apoyos de emprendimientos de café tostado y molido,0,0.703,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo A,Desarrollo rural
alianzas,Collective con el programa de monitoreos,1,0.799,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo B,Fortalecimiento comunitario
alianzas,La chec y comité de cafeteros con capacitacion y talleres donde se identifica la realidad,0,0.698,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,"Fortalecimiento comunitario, Educación y competitividad"
alianzas,"Collective con el programa de infraestructura social, actividades navideñas y reforestacion en cuencas y quebradas",1,0.735,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo B,"Agua y territorio, Infraestructura comunitaria"
proyección,Proyectamos mas placa huellas para la vereda,2,0.727,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo C,"Infraestructura comunitaria, Agua y territorio"
proyección,Quisieramos tener alumbrado publico,2,0.742,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo C,Infraestructura comunitaria
proyección,Quisieramos proyectos productivos para las mujeres,2,0.538,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo C,"Desarrollo rural, Fortalecimiento comunitario"
proyección,Quisieramos que las personas de la comunidad participen mas y sean mas unidas,2,0.616,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo C,Fortalecimiento comunitario
proyección,"Consideramos que la fortaleza de la vereda son los niños por su union y alegria, son nuestro futuro",2,0.507,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo C,Fortalecimiento comunitario
proyección,Creemos que tocando puertas podemos lograr todos nuestros objetivos,2,0.565,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo C,Fortalecimiento comunitario
proyección,"En 10 años proyectamos tener cancha, caseta comunal, que toda la comunidad tenga el servicio de acueducto y toda la via en placa huellas",2,0.745,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo C,"Agua y territorio, Infraestructura comunitaria, Fortalecimiento comunitario"
proyección,"En 10 años quisiera que la vereda contara con caseta de accion comunal, con alumbrado publico, vias en placa huella y la comunidad mas unida",2,0.788,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo C,"Infraestructura comunitaria, Agua y territorio, Fortalecimiento comunitario"
proyección,En 10 años proyectamos que la vereda tenga la via hasta el reversadero pavimentada,2,0.688,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo C,Infraestructura comunitaria
proyección,Un parque para los niños,1,0.962,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo B,Infraestructura comunitaria
proyección,Un buen puesto de salud y caseta comunal,2,0.759,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo C,Infraestructura comunitaria
proyección,Adecuar la cancha,2,0.634,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo C,Infraestructura comunitaria
proyección,Imaginamos nuestra vereda en 10 años teniendo una buena comunicación entre toda la comunidad,2,0.755,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Fortalecimiento comunitario
proyección,Teniendo un parque para los niños,1,0.986,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Infraestructura comunitaria
proyección,Mejoramiento de las vias,2,0.602,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Infraestructura comunitaria
proyección,Con una cancha,2,0.607,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Infraestructura comunitaria
proyección,La caseta en mejor estado,2,0.684,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Infraestructura comunitaria
proyección,Que exista puesto de salud,2,0.726,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Infraestructura comunitaria
proyección,Que exista turismo en la vereda y que se vean personas extranjeras viendo toda la biodiversidad que tenemos,0,0.862,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo A,Desarrollo rural
proyección,Que existan redes que mejoren la comunicacion,2,0.574,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Fortalecimiento comunitario
proyección,El rol que deberia tener la comunidad para alcanzar esto es tener una buena comunicacion,2,0.703,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Fortalecimiento comunitario
proyección,Nos deberiamos enfocar en proyectarnos para terminar las vias,2,0.701,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,"Infraestructura comunitaria, Desarrollo rural"
proyección,Que el camino hacia la cruz tenga escaleras,2,0.5,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,Infraestructura comunitaria
proyección,Que los proyectos ambientales esten mas desarrollados,2,0.55,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo C,"Agua y territorio, Desarrollo rural"
proyección,En 10 años quisieramos tener vias en buen estado,2,0.751,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,"Infraestructura comunitaria, Desarrollo rural"
proyección,Tener puesto de salud,2,0.678,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,Infraestructura comunitaria
proyección,Tener una iglesia,2,0.521,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,Infraestructura comunitaria
proyección,Tener agua potable,2,0.523,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,Agua y territorio
proyección,Tener gas domiciliario,2,0.535,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,Agua y territorio
proyección,Tener Parque infantil,1,0.967,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo B,Infraestructura comunitaria
proyección,Tener puesto de salud,2,0.678,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,
proyección,Potencia el turismo,0,0.871,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo A,"Desarrollo rural, Fortalecimiento comunitario"
proyección,Para lograr esto proyectos la comunidad deberia formar alianzas con diferentes empresas y mejorar nuestro productos lo que ofrecemos,2,0.62,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,"Desarrollo rural, Fortalecimiento comunitario"
proyección,En 10 años proyectamos que nuestra vereda tenga todas las vias en buen estado,2,0.668,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo C,"Infraestructura comunitaria, Desarrollo rural"
proyección,Que la escuela cuente con parque infantil,1,0.882,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Infraestructura comunitaria
proyección,La caseta comunal en buen estado,2,0.668,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo C,Fortalecimiento comunitario
proyección,Las familias damnificadas por la avalancha con sus viviendas,2,0.462,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo C,Agua y territorio
proyección,Que aromelia se consolide como empresa y genere empleo,2,0.512,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo C,"Desarrollo rural, Fortalecimiento comunitario"
proyección,Contar en la institucion educativa con tecnologia,2,0.504,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo C,Educación y competitividad
proyección,"Contar con mas proyectos productivos, otros en deporte",2,0.59,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo C,Desarrollo rural
proyección,Contar con puesto de salud,2,0.682,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo C,"Agua y territorio, Desarrollo rural"
proyección,En 10 años proyecto en mi vereda a nivel de infraestructura mejora de la institucion educativa y la caseta comunal,2,0.738,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,"Fortalecimiento comunitario, Infraestructura comunitaria"
proyección,Contar con cancha y parque,2,0.742,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,Infraestructura comunitaria
proyección,"Un lugar enfocado en el turismo, la cultura y la tradicion",0,0.817,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,"Desarrollo rural, Fortalecimiento comunitario"
proyección,Aumento de la produccion agricola,0,0.485,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,Desarrollo rural
proyección,"Desarrollar un proyecto de exploracion y apropiacion de nuestro entorno natural, para potenciar el turismo, hacernos visibles y que esto se traduzca en desarrollo y bienestar para los habitantes de la vereda",0,0.837,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,"Desarrollo rural, Fortalecimiento comunitario"
proyección,En 10 años proyectamos vias en buen estado y el puente arreglado,2,0.589,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo C,Infraestructura comunitaria
proyección,Parque para niños y otro para adultos,1,0.941,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo B,Infraestructura comunitaria
proyección,Servicio de conexion a internet y gas domiciliarios,2,0.502,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo C,Agua y territorio
proyección,Un puesto de salud bien estructurado,2,0.675,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo C,Agua y territorio
